Cod_ID,UDH_Atlas,NOME_UDH,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1431490200277,1431490200277,Sarandi : Vilas Caiu-do-Céu / Ipê São Borja / Nossa Senhora Aparecida,2000,72.15,2.43,18.60,21.60,92.94,79.72,50.33,4.44,9.31,2.91,3.22,6.97,2.23,7.32,4.77,8.66,18.30,14.57,98.11,104.39,75.89,4.45,87.28,91.15,43.51,2.12,11.60,75.98,20.15,7.84,53.33,93.86,89.92,27.13,4.63,9.70,66.69,53.15,53.37,36.80,32.66,18.33,21.38,15.83,14.44,1.30,162.67,279.80,455.49,702.75,976.05,0.47,6.07,10.65,15.52,25.19,36.86,54.06,34.69,4.08,50.90,12.63,26.77,49.10,78.35,10.99,8.06,506.07,103.17,1755.63,216.39,357.76,565.07,1287.97,510.88,42.89,89.30,150.46,0.39,4.05,18.79,8.39,0.00,53.02,0.58,13.80,26.40,1.59,61.01,51.62,2.38,15.70,42.35,19.46,0.99,2.92,31.01,69.82,82.43,93.82,1037.54,0.33,,5.21,43.35,78.22,70.20,84.07,,24.67,41.30,29.09,16.74,15.41,97.48,90.47,36.25,99.16,98.18,2.96,,46.64,88.40,6.14,40.72,21.13,44.31,4.63,59.98,14.11,,2.51,1.82,38.26,4.83,85.13,,282,271,293,252,224,207,195,182,182,138,110,279,71,45,23,18,13,2780,279,256,292,267,196,216,206,207,202,125,115,270,71,63,45,20,24,2849,,27,148,2564,101,430,327,320,350,3995,342,1103,371,3653,347,761,332,2892,110,109,113,536,1307,250,256,174,2046,1487,0,5629,5629,4522,527,342,3653,5627,,,,,,110.25,94.01,106.67,93.86,46.91,90.18,80.59,0.368,0.479,0.613,0.439,0.786,0.666
1431490200278,1431490200278,Sarandi : Vila Ipê São Borja,2000,67.99,2.95,27.10,31.49,89.94,72.75,68.19,1.69,7.64,2.17,4.98,9.49,4.91,9.92,4.29,11.63,31.86,25.22,94.14,108.81,45.95,1.34,81.42,88.62,18.90,0.61,9.29,58.64,19.51,7.39,44.44,89.77,82.50,38.85,7.15,9.35,54.32,25.75,39.47,28.42,24.64,4.55,9.84,9.20,8.98,0.91,126.89,195.21,278.66,448.98,586.93,0.44,6.54,10.99,24.05,35.11,54.94,68.93,34.35,5.04,49.95,14.68,29.04,50.05,80.87,9.36,6.81,330.41,83.34,1134.89,159.12,237.23,347.12,825.25,330.85,49.10,91.43,150.06,0.34,0.59,16.55,16.71,0.00,55.13,0.35,9.04,26.21,2.15,52.57,44.72,2.49,23.62,30.38,10.33,0.73,0.81,45.44,83.05,91.48,97.79,737.02,0.27,,8.67,51.37,77.60,75.93,81.44,,42.45,53.54,32.18,18.69,17.94,91.32,92.68,47.29,100.00,100.00,1.43,,51.00,90.71,10.23,47.72,32.53,51.22,8.17,75.37,19.53,,0.35,0.00,35.80,46.60,19.87,,236,166,141,146,149,139,110,70,47,52,24,188,19,7,8,2,1,1500,221,149,135,168,132,114,109,93,66,46,23,212,12,16,12,3,3,1509,,27,83,1275,89,254,194,190,266,1840,161,589,174,1679,174,428,170,1251,102,88,80,372,786,51,149,73,929,626,0,3009,3009,2155,315,161,1679,2962,,,,,,112.68,51.44,98.39,90.45,18.90,82.50,79.54,0.284,0.323,0.51,0.309,0.717,0.598
1431490200279,1431490200279,Sarandi : Vila Dique / Minuano,2000,67.90,3.02,27.30,31.73,89.87,72.59,60.27,2.79,8.00,3.17,2.41,10.35,3.02,11.32,4.27,14.12,34.74,28.06,94.70,110.06,48.10,2.11,81.97,89.05,18.16,0.00,13.73,66.04,19.30,5.08,47.66,90.27,84.26,41.52,6.12,11.54,53.04,21.92,39.90,26.19,21.41,5.10,10.96,9.20,8.59,0.79,117.13,204.32,292.81,482.17,614.91,0.42,6.84,10.03,24.88,33.73,52.46,64.14,30.48,4.83,46.91,14.77,30.03,53.09,79.41,8.26,6.35,323.29,78.05,985.39,160.62,246.79,372.77,758.21,326.47,42.94,87.48,145.12,0.30,0.46,13.79,14.47,0.00,56.30,0.00,13.57,20.74,0.67,63.94,58.80,1.21,18.10,29.45,10.95,0.95,0.47,40.18,85.08,92.94,98.42,717.38,0.19,,4.92,54.03,78.48,74.51,82.81,,70.36,62.61,25.87,17.60,16.52,99.01,85.25,53.29,96.29,99.92,0.49,,58.68,86.27,9.73,52.49,32.51,47.56,7.26,79.47,20.48,,0.86,0.08,37.40,5.25,28.33,,373,324,353,308,243,205,205,166,148,95,71,357,52,21,22,10,5,2958,325,328,327,289,225,200,205,154,169,129,83,341,43,39,29,18,20,2924,,32,224,2547,148,536,412,381,404,3834,415,1277,418,3419,389,862,380,2557,146,143,135,671,1622,164,328,208,1930,1314,0,5882,5882,4486,652,415,3419,5882,,,,,,115.24,52.73,99.74,90.27,19.24,84.26,71.31,0.262,0.319,0.503,0.299,0.715,0.594
1431490200280,1431490200280,Sarandi : Vila Elizabeth / Vila Leão / Nova Brasília,2000,71.96,2.49,18.90,22.00,92.81,79.41,45.16,6.98,9.88,0.21,1.51,6.51,0.88,6.93,1.46,8.36,17.97,10.05,98.78,108.77,76.43,7.01,82.21,89.58,30.38,3.08,7.37,79.36,27.77,7.21,43.93,93.74,89.30,32.69,1.84,18.97,77.60,41.79,66.78,45.19,39.36,15.23,24.51,19.35,17.96,1.37,182.20,318.19,445.56,715.77,1015.09,0.42,3.05,4.63,12.28,20.76,31.33,46.87,30.73,4.87,47.53,14.87,29.94,52.47,75.06,8.27,6.39,498.14,121.24,1530.91,249.11,375.27,561.15,1183.95,502.49,37.48,94.84,156.85,0.30,1.35,18.62,9.55,0.00,58.38,0.28,11.24,23.36,0.91,67.20,54.76,3.00,17.12,54.87,24.86,1.41,0.85,30.91,72.40,83.55,95.17,951.81,0.26,,3.92,47.30,80.67,66.62,75.02,,61.32,55.67,22.97,14.39,10.63,99.84,92.97,33.78,100.00,100.00,1.60,,33.34,92.63,6.26,28.27,13.50,38.48,7.57,55.04,9.70,,2.47,0.00,35.26,29.15,49.34,,266,286,350,299,266,206,278,203,240,196,121,291,104,84,38,33,18,3279,245,296,345,309,213,259,266,267,257,178,171,247,129,113,83,47,56,3481,,23,188,3152,109,469,339,341,307,5129,398,1303,417,4731,423,905,412,3826,95,100,125,551,1418,472,296,195,2693,2039,0,6760,6760,5711,582,398,4731,6755,,,,,,122.19,85.14,110.75,93.74,32.04,89.53,90.61,0.452,0.446,0.615,0.448,0.783,0.664
1431490200281,1431490200281,Sarandi : Vila Nova Brasília / Vila Elizabeth,2000,74.56,1.75,14.60,16.93,94.40,83.44,46.22,10.74,10.82,1.16,0.20,3.35,0.57,3.56,1.10,4.14,14.12,8.08,108.07,109.68,102.86,22.08,93.01,94.77,48.79,12.64,27.24,84.55,33.87,13.06,67.70,97.90,94.74,32.96,4.00,13.95,80.38,54.26,81.23,55.84,50.35,37.00,48.32,34.32,31.29,5.12,276.87,462.65,649.77,1024.85,1366.46,0.40,0.24,0.19,4.29,7.44,17.92,28.49,29.29,5.36,46.05,15.88,31.46,53.95,74.41,7.38,5.80,708.77,190.06,2076.00,372.84,551.98,796.94,1632.05,708.77,42.26,107.11,180.57,0.28,0.30,22.38,4.13,0.00,59.00,0.24,13.60,25.82,5.33,65.93,48.14,4.47,13.89,67.06,42.97,5.68,2.36,23.97,59.63,72.94,90.37,1254.86,0.32,,5.32,51.40,82.07,67.49,84.34,,51.37,46.21,27.35,14.02,12.26,99.99,98.86,23.18,99.82,100.00,0.00,,20.38,72.76,2.10,20.78,6.94,33.67,3.22,39.58,6.16,,0.80,0.00,35.15,19.13,48.68,,347,379,425,401,352,340,402,354,303,268,214,352,202,202,139,66,48,4794,322,387,453,449,375,370,428,409,336,336,278,346,293,261,179,106,96,5424,,41,256,5120,148,606,461,465,387,8085,498,1728,537,7587,570,1230,545,6357,134,157,141,701,1805,1097,387,260,4369,3467,0,10218,10218,8851,766,498,7587,10189,,,,,,113.62,116.69,114.35,97.90,49.78,94.74,89.67,0.558,0.598,0.703,0.584,0.826,0.721
1431490200282,1431490200282,Sarandi : ECOVILLE / Sambódromo / Vila Vitória da Conquista / Residencial Porto Novo,2000,76.01,1.38,12.40,14.45,95.20,85.55,40.94,9.43,11.57,0.86,0.81,2.37,0.75,2.47,1.50,2.79,9.18,6.16,94.71,99.75,84.28,41.34,87.71,91.43,55.86,23.60,40.67,80.94,39.11,13.61,86.12,97.92,92.39,16.00,0.54,8.98,83.01,73.90,86.23,69.78,66.81,50.75,59.37,50.76,49.20,14.97,396.92,693.97,1093.17,1903.29,2576.76,0.47,0.84,2.12,2.76,5.91,8.73,18.22,34.57,3.99,51.56,12.56,26.25,48.44,72.17,11.01,8.21,1288.41,257.05,4453.43,551.96,882.22,1429.62,3321.20,1295.33,21.31,80.50,157.22,0.40,0.18,18.96,4.52,0.00,63.15,0.22,12.24,25.29,7.80,69.08,42.14,8.19,14.91,81.84,63.17,18.39,1.77,16.57,43.25,57.69,76.75,2065.03,0.46,,0.00,38.48,82.03,65.84,88.71,,,49.71,27.41,11.22,5.42,94.73,95.87,15.68,97.28,99.76,0.36,,13.20,59.33,2.08,13.62,2.79,24.31,1.66,34.54,4.09,,1.48,0.24,43.82,12.51,95.51,,207,209,280,233,240,290,261,225,183,147,141,192,110,97,59,45,28,2943,208,234,267,266,293,271,265,259,220,187,169,181,148,120,95,77,72,3327,,0,119,3116,92,350,244,277,223,5040,308,1044,320,4733,327,737,323,3996,100,81,65,386,1043,591,234,147,2705,2173,0,6270,6270,5483,443,308,4733,6259,,,,,,107.18,109.01,107.77,98.33,67.23,93.90,88.88,0.698,0.734,0.794,0.722,0.85,0.817
1431490200283,1431490200283,Sarandi : Vila Leão,2000,74.66,1.91,14.40,16.75,94.46,83.59,38.24,9.18,10.44,0.58,1.32,3.34,0.54,3.49,0.54,4.14,21.71,14.70,101.55,110.61,76.70,18.42,88.46,92.74,42.01,9.54,14.39,83.25,29.33,9.63,48.86,96.48,92.94,34.75,4.43,9.38,81.56,47.04,72.38,53.64,48.93,39.09,43.11,31.16,28.15,4.55,245.13,414.82,585.63,985.81,1366.46,0.48,2.74,7.35,8.73,17.56,22.22,38.65,36.48,4.11,52.67,12.81,26.12,47.33,74.12,11.39,8.22,736.22,151.24,2685.59,320.40,489.86,780.67,1938.92,736.44,40.52,87.06,161.11,0.43,0.39,21.01,7.68,0.09,57.58,0.27,12.49,24.42,2.75,66.42,52.70,5.39,13.85,62.58,38.27,5.24,0.76,24.14,63.03,75.37,90.94,1341.33,0.42,,4.22,32.17,81.41,68.30,83.97,,78.69,33.70,31.04,17.97,18.36,99.89,95.11,29.04,98.96,100.00,0.07,,30.46,85.61,3.52,23.38,10.17,34.13,1.53,53.62,6.58,,0.89,0.00,33.32,21.59,44.54,,67,120,131,128,95,71,74,91,90,84,66,69,62,30,35,17,11,1241,69,87,119,141,91,85,114,112,126,114,78,83,66,65,32,28,28,1438,,9,49,1389,28,171,127,132,86,2184,151,519,157,2033,160,368,175,1665,22,28,28,160,482,246,87,73,1199,939,0,2679,2679,2391,207,151,2033,2675,,,,,,125.01,89.20,115.43,96.92,43.61,93.37,89.09,0.536,0.541,0.687,0.539,0.828,0.727
1431490200284,1431490200284,Sarandi : Vila Santíssima Trindade,2000,67.42,3.20,28.40,33.04,89.48,71.75,87.07,1.75,8.14,8.79,10.00,20.00,14.91,21.26,14.63,23.27,24.34,17.74,82.04,103.13,23.91,5.67,77.81,87.97,19.59,1.31,10.12,54.92,9.75,6.61,46.95,88.64,79.67,29.04,3.65,1.13,72.21,32.27,22.65,13.39,11.51,9.53,11.35,5.70,4.56,0.10,97.60,161.54,241.73,369.27,558.79,0.45,13.26,20.52,32.75,48.85,62.04,79.85,33.35,4.01,49.83,13.57,28.07,50.17,69.09,9.83,7.35,273.03,54.73,910.56,130.48,198.00,301.73,680.21,280.23,40.70,79.97,131.58,0.34,32.62,7.88,7.26,1.03,25.09,0.00,25.60,30.15,1.22,44.17,32.76,3.37,19.34,15.94,7.03,0.15,13.16,65.02,93.08,97.28,99.07,487.16,0.27,,12.83,42.94,75.08,65.59,77.58,,19.45,24.54,18.08,11.67,16.54,90.12,69.17,34.72,91.79,92.86,13.60,,69.56,89.88,11.36,70.47,45.93,66.86,7.07,81.24,24.69,,3.92,7.14,38.38,4.77,71.66,,85,56,46,44,41,47,33,25,11,12,10,77,6,4,2,0,0,499,91,60,49,35,41,32,34,15,16,12,6,65,3,8,3,0,0,470,,15,26,312,35,91,63,66,111,535,60,174,67,475,51,114,45,361,30,29,32,138,289,17,60,30,254,170,0,969,969,651,116,60,475,962,,,,,,108.49,25.44,86.38,89.01,22.81,80.13,81.96,0.134,0.402,0.482,0.279,0.707,0.567
1431490200285,1431490200285,Mário Quintana : Loteamento Verdes Campos,2000,75.94,1.39,12.50,14.56,95.16,85.45,56.23,3.02,11.52,1.12,2.22,6.97,1.47,7.32,2.88,9.03,11.12,6.14,105.15,103.05,110.29,40.91,89.48,90.06,56.52,18.89,25.26,85.20,38.97,18.72,73.99,97.79,94.14,20.03,2.11,13.88,85.43,68.12,85.69,71.27,68.41,48.59,59.17,52.11,50.71,12.33,390.42,704.70,1037.05,1594.21,2050.35,0.44,,,1.80,3.56,8.81,14.92,33.15,4.48,48.49,13.67,28.58,51.51,77.01,9.70,7.10,1163.23,260.48,3856.26,534.48,867.41,1333.53,2820.27,1163.23,,117.43,182.30,0.36,0.16,18.66,4.01,0.00,68.15,0.40,7.96,21.47,4.49,72.60,49.33,10.00,13.17,80.56,62.54,14.26,1.54,14.41,44.08,56.09,80.44,1915.67,0.40,,4.75,41.64,80.98,71.46,89.03,,30.16,39.38,27.48,12.32,16.42,85.37,97.69,24.04,100.00,100.00,0.00,,10.43,74.74,2.21,10.75,3.09,20.57,1.65,24.59,2.78,,0.47,0.00,23.56,11.91,49.96,,33,36,20,22,31,19,27,15,10,6,5,27,6,4,1,2,1,262,27,17,25,25,21,14,22,13,13,8,5,18,6,3,3,2,2,219,,3,10,215,14,45,33,34,38,323,23,91,25,301,31,68,28,233,9,15,7,39,106,15,17,13,158,108,0,481,481,376,53,23,301,479,,,,,,111.42,120.15,113.95,97.79,64.07,95.29,89.70,0.713,0.69,0.78,0.698,0.849,0.8
1431490200286,1431490200286,Mário Quintana : Chico Mendes,2000,67.52,3.27,28.20,32.77,89.56,71.92,61.10,3.16,8.11,3.07,1.94,8.25,3.35,9.00,5.02,10.62,27.29,21.20,88.05,102.25,41.98,2.22,80.13,86.49,19.78,1.70,8.29,65.52,16.65,5.30,31.69,88.66,83.20,39.74,3.65,8.25,57.91,25.72,41.49,28.63,24.48,7.46,11.93,7.63,6.25,0.30,109.81,183.50,259.93,390.42,581.23,0.40,7.97,11.85,28.38,37.58,59.57,69.69,28.96,5.14,45.53,15.51,31.39,54.47,83.12,7.47,5.87,278.23,71.49,805.80,144.28,220.88,321.14,633.37,279.35,46.64,87.52,144.60,0.28,0.70,15.77,20.43,0.00,51.52,0.56,10.62,22.11,0.45,58.87,53.77,1.52,21.57,31.90,9.19,0.51,0.57,43.49,86.58,95.18,99.40,663.68,0.17,,5.44,45.88,74.51,76.31,83.64,,55.68,68.05,28.89,17.89,15.81,99.76,87.75,52.41,95.91,99.58,2.16,,55.88,91.71,11.34,50.89,34.93,47.52,5.75,70.56,25.21,,1.12,0.42,39.91,52.32,57.99,,106,84,88,63,67,59,60,59,36,18,18,87,9,10,8,4,3,775,76,78,71,76,53,65,61,51,31,20,13,87,10,14,3,4,3,712,,9,47,662,35,131,104,94,106,970,103,297,103,867,84,194,82,673,42,46,29,159,393,47,78,46,472,326,0,1487,1487,1132,162,103,867,1487,,,,,,108.16,46.44,93.62,88.66,20.69,83.33,78.82,0.286,0.307,0.495,0.3,0.709,0.57
1431490200287,1431490200287,"Mário Quintana : Timbaúva I, II e III / Wenceslau Fontoura",2000,67.52,3.27,28.20,32.77,89.56,71.92,69.45,1.99,8.11,2.38,2.33,8.76,4.16,9.42,5.76,10.89,27.29,21.20,88.05,102.25,41.98,2.22,80.13,86.49,19.78,1.70,8.29,65.52,16.65,5.30,31.69,88.66,83.20,39.74,3.65,8.25,57.91,25.72,41.49,28.63,24.48,7.46,11.93,7.63,6.25,0.30,109.81,183.50,259.93,390.42,581.23,0.40,7.97,11.85,28.38,37.58,59.57,69.69,28.96,5.14,45.53,15.51,31.39,54.47,83.12,7.47,5.87,278.23,71.49,805.80,144.28,220.88,321.14,633.37,279.35,46.64,87.52,144.60,0.28,0.70,15.77,20.43,0.00,51.52,0.56,10.62,22.11,0.45,58.87,53.77,1.52,21.57,31.90,9.19,0.51,0.57,43.49,86.58,95.18,99.40,663.68,0.17,,5.44,45.88,74.51,76.31,83.64,,55.68,68.05,28.89,17.89,15.81,98.86,87.75,52.41,95.91,99.58,2.16,,55.88,91.71,11.34,50.89,34.93,47.52,5.75,70.56,25.21,,1.12,0.42,39.91,52.32,57.99,,189,177,146,107,125,114,110,102,69,33,33,223,24,10,8,5,3,1472,220,169,149,131,119,141,118,88,58,46,34,192,27,15,9,6,6,1524,,19,79,1264,73,274,214,209,250,1827,172,532,178,1656,168,361,144,1295,87,99,78,388,833,60,169,85,944,664,0,2996,2996,2173,346,172,1656,2980,,,,,,108.16,46.44,93.62,88.66,20.69,83.33,78.82,0.286,0.307,0.495,0.3,0.709,0.57
1431490200288,1431490200288,Mário Quintana : Vila Safira / Safira Nova / Batista Flores,2000,67.52,3.27,28.20,32.77,89.56,71.92,57.95,3.33,8.11,2.20,1.23,8.41,1.84,9.12,3.89,11.39,27.29,21.20,88.05,102.25,41.98,2.22,80.13,86.49,19.78,1.70,8.29,65.52,16.65,5.30,31.69,88.66,83.20,39.74,3.65,8.25,57.91,25.72,41.49,28.63,24.48,7.46,11.93,7.63,6.25,0.30,109.81,183.50,259.93,390.42,581.23,0.40,7.97,11.85,28.38,37.58,59.57,69.69,28.96,5.14,45.53,15.51,31.39,54.47,83.12,7.47,5.87,278.23,71.49,805.80,144.28,220.88,321.14,633.37,279.35,46.64,87.52,144.60,0.28,0.70,15.77,20.43,0.00,51.52,0.56,10.62,22.11,0.45,58.87,53.77,1.52,21.57,31.90,9.19,0.51,0.57,43.49,86.58,95.18,99.40,663.68,0.17,,5.44,45.88,74.51,76.31,83.64,,55.68,68.05,28.89,17.89,15.81,86.51,87.75,52.41,95.91,99.58,2.16,,55.88,91.71,11.34,50.89,34.93,47.52,5.75,70.56,25.21,,1.12,0.42,39.91,52.32,57.99,,222,173,175,181,156,111,110,110,75,63,37,187,32,24,14,6,5,1678,202,153,163,173,140,113,127,126,97,64,52,190,40,24,17,14,12,1702,,18,93,1565,111,250,182,188,226,2253,203,691,207,2051,212,488,215,1563,88,80,79,374,826,113,153,98,1158,822,0,3380,3380,2579,326,203,2051,3380,,,,,,108.16,46.44,93.62,88.66,20.69,83.33,78.82,0.286,0.307,0.495,0.3,0.709,0.57
1431490200289,1431490200289,Mário Quintana : Loteamento Parque das Orquídeas / Vilas Mimo de Vênus / Athenis / Jardim Protásio Alves II,2000,67.52,3.27,28.20,32.77,89.56,71.92,63.90,3.17,8.11,3.21,0.84,5.55,2.90,5.98,3.82,6.91,27.29,21.20,88.05,102.25,41.98,2.22,80.13,86.49,19.78,1.70,8.29,65.52,16.65,5.30,31.69,88.66,83.20,39.74,3.65,8.25,57.91,25.72,41.49,28.63,24.48,7.46,11.93,7.63,6.25,0.30,109.81,183.50,259.93,390.42,581.23,0.40,7.97,11.85,28.38,37.58,59.57,69.69,28.96,5.14,45.53,15.51,31.39,54.47,83.12,7.47,5.87,278.23,71.49,805.80,144.28,220.88,321.14,633.37,279.35,46.64,87.52,144.60,0.28,0.70,15.77,20.43,0.00,51.52,0.56,10.62,22.11,0.45,58.87,53.77,1.52,21.57,31.90,9.19,0.51,0.57,43.49,86.58,95.18,99.40,663.68,0.17,,5.44,45.88,74.51,76.31,83.64,,55.68,68.05,28.89,17.89,15.81,99.37,87.75,52.41,95.91,99.58,2.16,,55.88,91.71,11.34,50.89,34.93,47.52,5.75,70.56,25.21,,1.12,0.42,39.91,52.32,57.99,,238,167,161,165,145,147,120,106,73,50,46,212,22,18,11,12,7,1696,236,148,147,172,156,137,127,96,82,45,42,215,36,30,14,9,9,1698,,17,82,1526,92,249,193,179,282,2179,179,644,181,2000,201,465,203,1535,101,99,100,394,822,108,148,77,1099,781,0,3394,3394,2494,315,179,2000,3388,,,,,,108.16,46.44,93.62,88.66,20.69,83.33,78.82,0.286,0.307,0.495,0.3,0.709,0.57
1431490200290,1431490200290,Mário Quintana : Safira Nova,2000,68.14,2.91,26.80,31.08,90.06,73.01,52.80,3.72,8.02,0.00,2.04,2.24,0.28,2.26,0.49,2.86,33.48,26.08,92.48,114.38,35.08,2.82,81.82,88.39,18.13,1.38,16.11,69.00,20.80,7.60,48.67,92.52,86.03,45.57,7.25,7.39,49.43,22.37,35.15,27.49,25.16,8.30,12.20,12.00,11.95,1.45,117.13,186.62,273.29,439.22,646.14,0.47,6.60,11.17,26.14,38.86,56.82,70.98,37.59,4.69,52.70,13.61,26.84,47.30,80.97,11.05,7.75,339.59,79.65,1276.52,151.38,224.76,347.29,894.86,340.51,50.89,91.07,145.59,0.38,0.00,14.37,14.50,0.00,63.07,0.64,5.42,22.11,1.34,64.32,54.20,3.16,19.00,32.83,14.09,1.21,0.57,40.01,83.06,92.32,96.78,790.87,0.27,,3.14,47.66,78.33,75.49,84.84,,79.88,57.42,29.60,21.81,21.76,99.14,88.84,49.49,98.48,99.86,0.63,,59.91,83.89,7.48,53.34,36.13,49.45,2.96,77.31,19.47,,2.63,0.14,35.12,51.19,53.76,,74,54,71,68,57,53,48,37,27,29,15,60,12,4,4,6,1,616,80,49,49,65,45,50,39,49,34,26,19,60,12,11,10,6,6,607,,3,35,584,34,81,63,64,90,847,74,252,74,773,74,178,80,595,31,35,24,107,262,46,49,30,418,305,0,1223,1223,950,103,74,773,1223,,,,,,123.37,41.48,100.75,92.21,20.61,86.19,62.80,0.275,0.322,0.51,0.306,0.719,0.602
1431490200291,1431490200291,Mário Quintana : Batista Flores,2000,70.14,2.65,22.40,26.07,91.56,76.42,49.24,3.97,9.09,9.09,6.47,8.09,6.72,8.28,5.56,8.73,30.19,24.07,88.09,100.12,56.35,6.14,79.37,84.25,31.09,3.82,11.28,79.53,21.64,9.17,50.25,91.77,88.41,33.92,1.96,10.00,55.39,39.35,54.49,36.31,31.60,24.00,26.08,17.58,15.38,1.08,162.67,263.53,393.67,608.56,899.91,0.45,5.86,9.65,16.04,24.91,38.52,53.45,33.00,4.32,49.45,13.79,28.34,50.55,81.03,9.57,7.17,448.29,96.73,1479.42,212.47,325.93,497.93,1108.38,452.27,40.68,83.11,150.54,0.36,1.04,20.55,14.37,0.14,52.68,0.27,9.57,25.63,1.96,63.55,51.48,3.41,16.43,41.30,21.64,0.92,1.18,34.52,77.91,86.94,96.50,881.99,0.29,,4.72,48.94,79.30,74.21,81.81,,53.13,51.21,20.42,14.24,13.96,99.39,91.93,42.40,99.75,99.79,0.38,,42.60,88.72,8.23,38.34,20.72,42.89,6.04,62.31,14.43,,2.36,0.21,38.45,35.30,55.90,,86,88,98,104,88,58,44,63,77,34,33,105,17,13,15,3,3,929,105,91,123,82,74,66,79,61,62,45,16,66,25,25,10,4,1,935,,8,68,879,34,143,109,105,117,1323,139,407,113,1184,117,268,119,916,40,38,36,169,451,74,91,75,673,468,0,1864,1864,1502,179,139,1184,1810,,,,,,115.39,67.84,102.33,92.19,35.66,88.56,70.82,0.363,0.422,0.58,0.401,0.752,0.647
