Cod_ID,UDH_Atlas,NOME_UDH,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1431490200044,1431490200044,Vila Nova : Praça Suiça,2000,77.58,1.23,10.30,12.01,95.98,87.71,26.14,5.07,12.30,1.92,0.00,1.07,0.60,1.16,1.82,1.35,3.73,1.47,100.13,97.56,109.15,85.36,91.26,93.06,70.55,44.15,45.36,90.33,56.62,27.99,81.33,97.64,96.02,11.34,1.00,6.69,88.96,81.19,91.05,80.22,78.22,77.09,76.30,67.07,65.37,29.87,585.63,1113.08,1781.28,3025.74,4196.99,0.49,,,1.50,3.27,3.86,5.90,36.31,3.43,53.35,11.34,25.00,46.65,71.24,12.81,9.41,2122.60,363.67,7708.15,839.98,1449.95,2297.60,5661.81,2122.60,,100.61,166.55,0.46,0.13,16.16,2.93,0.00,72.95,1.43,5.11,22.40,6.49,70.33,41.44,10.83,16.65,91.72,80.75,35.67,2.20,10.42,30.43,40.29,60.77,3402.52,0.57,,2.18,30.43,70.35,66.46,82.62,,60.03,62.95,28.70,12.80,7.77,100.00,99.64,11.39,100.00,100.00,0.00,,4.95,54.64,2.36,7.14,1.62,15.89,3.20,12.13,1.61,,0.28,0.00,40.87,5.68,58.35,,19,25,66,52,26,28,28,22,44,26,27,17,12,4,5,3,3,407,21,34,48,63,29,26,38,35,59,38,25,23,12,10,7,5,8,481,,1,19,457,8,52,32,45,26,749,62,229,71,687,75,167,70,520,6,8,5,39,153,45,34,27,403,292,0,888,888,808,59,62,687,878,,,,,,104.71,123.65,108.90,97.64,78.31,96.47,93.66,0.802,0.821,0.862,0.815,0.876,0.897
1431490200045,1431490200045,Vila Nova : Vila Monte Cristo e Vila Monte Cristo II,2000,68.62,2.80,25.70,29.84,90.43,73.83,51.37,4.65,8.34,0.74,0.97,6.29,1.58,6.76,2.27,8.34,28.57,20.76,94.58,106.59,45.98,1.17,84.42,87.71,25.23,1.17,13.33,77.36,23.00,6.54,52.90,91.38,88.60,45.89,8.21,6.42,58.11,29.91,39.27,29.32,26.35,11.62,10.72,9.57,9.23,0.59,109.81,195.21,286.31,453.86,588.23,0.53,10.66,14.13,28.30,36.97,54.91,65.95,42.48,3.48,56.56,11.60,24.30,43.44,83.44,14.64,9.75,369.82,64.34,1570.82,150.22,234.78,353.95,1045.83,375.27,41.11,81.10,138.71,0.50,0.57,14.07,16.94,0.00,54.53,0.72,10.27,28.09,0.60,57.01,45.40,4.62,20.65,34.93,11.43,1.04,0.63,44.87,83.44,92.51,97.60,906.55,0.44,,4.83,53.77,76.51,74.12,82.27,,47.00,65.65,29.87,18.69,14.36,99.94,81.79,53.39,97.54,98.96,4.14,,56.78,86.67,8.62,52.00,35.60,50.89,4.62,60.11,17.31,,1.65,1.04,32.49,42.94,48.24,,175,166,191,181,133,115,112,135,101,76,48,188,41,33,26,5,6,1728,174,164,193,178,132,134,130,140,113,85,65,170,41,41,23,20,13,1814,,16,111,1705,63,270,189,195,210,2506,206,743,212,2300,256,537,242,1763,76,87,62,330,806,165,164,101,1306,935,0,3541,3541,2836,330,206,2300,3525,,,,,,116.86,52.86,104.17,91.38,25.63,88.68,79.15,0.293,0.381,0.539,0.349,0.727,0.616
1431490200046,1431490200046,Vila Nova : Cohab Cavalhada,2000,72.08,2.48,18.70,21.74,92.90,79.61,42.72,4.53,10.09,1.20,0.76,2.30,0.43,2.41,1.62,2.90,18.33,11.16,97.35,104.49,76.13,10.75,86.84,90.29,42.89,6.60,25.40,80.83,27.34,10.32,55.28,92.02,89.20,32.90,2.85,11.48,77.94,46.83,68.01,50.83,46.49,30.34,31.50,25.49,23.97,2.27,199.11,325.35,458.74,715.77,976.05,0.40,1.91,3.62,10.28,18.14,27.98,41.86,29.54,5.46,46.29,16.09,31.47,53.71,79.14,7.34,5.75,503.44,137.33,1486.96,267.63,387.18,559.88,1165.19,504.00,60.48,100.95,163.77,0.28,0.53,17.90,9.86,0.00,61.14,0.29,9.79,22.72,1.06,64.92,50.30,6.68,17.92,57.38,30.96,2.67,1.31,32.55,72.51,85.08,96.44,929.23,0.26,,3.94,40.67,81.62,74.34,82.11,,54.30,52.62,24.27,13.65,9.66,100.00,97.79,27.29,99.35,99.94,0.52,,29.05,74.60,7.98,24.65,11.44,33.79,2.36,44.56,8.14,,1.13,0.06,33.67,22.86,41.95,,229,222,226,248,221,159,155,162,131,115,88,218,61,35,16,8,6,2300,218,215,243,240,211,190,201,211,239,201,140,188,116,78,37,27,23,2778,,17,107,2621,86,333,242,261,264,3788,262,957,283,3526,301,695,284,2831,97,89,82,421,1016,230,215,134,2157,1674,0,5078,5078,4225,437,262,3526,5057,,,,,,114.64,91.40,108.79,92.02,43.27,89.20,93.74,0.508,0.526,0.648,0.52,0.785,0.666
1431490200047,1431490200047,Vila Nova : Igreja São José,2000,75.24,1.72,13.50,15.75,94.78,84.43,42.91,5.43,10.38,0.74,0.64,3.08,1.01,3.27,1.39,3.78,19.96,14.09,103.79,113.54,77.87,24.02,90.22,95.72,43.06,8.70,15.76,78.93,29.75,15.59,58.95,97.58,92.48,28.88,5.07,11.62,77.80,58.94,73.94,58.11,54.69,32.61,40.27,36.56,35.76,8.00,265.21,429.46,667.61,1159.54,1561.67,0.50,2.62,6.12,6.51,13.03,19.15,33.33,38.53,3.89,54.50,11.73,24.70,45.50,76.01,13.14,9.29,837.80,162.74,3227.76,328.70,543.07,871.51,2282.97,838.44,45.05,79.33,157.95,0.46,0.85,18.99,5.27,0.00,64.52,1.76,8.45,22.08,2.74,67.91,48.51,8.00,17.15,67.42,48.40,9.78,1.44,23.40,60.66,70.68,88.09,1504.63,0.46,,7.29,44.54,85.26,69.19,86.71,,37.20,44.16,26.49,14.28,13.89,99.55,96.72,31.64,99.47,99.95,0.05,,25.07,84.24,2.42,21.05,8.36,30.88,2.76,51.32,5.31,,0.93,0.05,31.62,18.64,36.20,,546,567,621,543,452,493,533,519,418,317,197,517,162,119,66,36,32,6136,481,542,626,581,537,540,625,585,479,353,237,515,200,164,112,83,90,6747,,81,328,6212,217,879,636,650,609,9715,737,2371,764,8978,736,1634,696,7344,201,215,205,1048,2663,700,542,362,5208,4002,0,12882,12882,10824,1109,737,8978,12761,,,,,,119.28,91.79,111.77,97.58,51.60,93.62,88.67,0.581,0.571,0.711,0.574,0.837,0.747
1431490200048,1431490200048,Vila Nova : Condomínio Village / Moradas da Luz / Jardim Vila Nova,2000,77.58,1.23,10.30,12.01,95.98,87.71,39.13,3.31,12.30,2.26,0.00,2.05,0.38,2.17,2.61,2.52,3.73,1.47,100.13,97.56,109.15,85.36,91.26,93.06,70.55,44.15,45.36,90.33,56.62,27.99,81.33,97.64,96.02,11.34,1.00,6.69,88.96,81.19,91.05,80.22,78.22,77.09,76.30,67.07,65.37,29.87,585.63,1113.08,1781.28,3025.74,4196.99,0.49,,,1.50,3.27,3.86,5.90,36.31,3.43,53.35,11.34,25.00,46.65,71.24,12.81,9.41,2122.60,363.67,7708.15,839.98,1449.95,2297.60,5661.81,2122.60,,100.61,166.55,0.46,0.13,16.16,2.93,0.00,72.95,1.43,5.11,22.40,6.49,70.33,41.44,10.83,16.65,91.72,80.75,35.67,2.20,10.42,30.43,40.29,60.77,3402.52,0.57,,2.18,30.43,70.35,66.46,82.62,,60.03,62.95,28.70,12.80,7.77,99.52,99.64,11.39,100.00,100.00,0.00,,4.95,54.64,2.36,7.14,1.62,15.89,3.20,12.13,1.61,,0.28,0.00,40.87,5.68,58.35,,57,38,40,48,52,77,58,44,30,24,17,45,7,7,4,2,0,546,52,44,41,50,64,77,59,57,31,30,11,47,6,9,4,9,4,589,,2,14,537,22,67,55,49,65,853,45,178,50,808,58,133,61,675,22,24,15,83,195,38,44,25,447,357,0,1135,1135,935,82,45,808,1135,,,,,,104.71,123.65,108.90,97.64,78.31,96.47,93.66,0.802,0.821,0.862,0.815,0.876,0.897
1431490200049,1431490200049,Vila Nova : Parque Knijnik,2000,74.28,1.86,15.00,17.43,94.25,83.03,48.11,4.30,9.72,1.00,3.41,6.32,1.09,6.55,0.27,8.10,17.72,12.38,96.08,101.64,77.37,16.97,85.70,89.60,45.40,8.08,10.34,78.26,21.34,12.06,47.12,92.93,89.57,25.37,3.44,6.95,74.82,55.50,61.59,51.20,48.59,29.31,32.29,30.13,29.59,4.34,225.95,369.73,585.63,845.91,1281.87,0.46,1.62,2.94,8.51,13.91,23.17,35.04,35.78,4.45,51.24,13.57,27.50,48.76,78.91,10.55,7.55,656.05,146.09,2347.21,298.92,457.11,697.48,1680.66,656.45,54.22,97.60,158.61,0.38,0.33,17.80,8.43,0.00,63.83,0.52,7.98,26.92,2.31,63.41,48.30,6.78,13.33,59.32,36.90,5.00,2.35,26.94,63.68,76.52,90.57,1242.49,0.38,,4.86,44.06,77.73,71.68,84.18,,62.52,56.38,30.59,14.59,13.92,100.00,92.32,34.27,97.93,99.88,1.29,,29.00,89.66,7.07,24.56,9.99,35.66,4.66,53.54,11.13,,0.54,0.12,49.72,27.10,33.01,,54,70,70,74,43,45,40,47,41,31,20,56,15,9,9,5,3,629,53,56,59,48,48,51,50,47,45,35,20,63,19,7,10,6,7,623,,6,29,597,19,101,76,74,68,899,66,250,81,833,87,184,81,648,21,28,21,118,284,54,56,31,450,343,0,1251,1251,1025,126,66,833,1251,,,,,,112.29,86.02,106.27,92.93,48.17,89.78,85.63,0.512,0.517,0.669,0.515,0.821,0.708
1431490200050,1431490200050,Vila Nova : Condomínio Cristal II,2000,68.14,2.91,26.80,31.08,90.06,73.01,76.65,1.90,8.02,3.76,3.85,9.86,4.00,10.48,4.72,12.82,33.48,26.08,92.48,114.38,35.08,2.82,81.82,88.39,18.13,1.38,16.11,69.00,20.80,7.60,48.67,92.52,86.03,45.57,7.25,7.39,49.43,22.37,35.15,27.49,25.16,8.30,12.20,12.00,11.95,1.45,117.13,186.62,273.29,439.22,646.14,0.47,6.60,11.17,26.14,38.86,56.82,70.98,37.59,4.69,52.70,13.61,26.84,47.30,80.97,11.05,7.75,339.59,79.65,1276.52,151.38,224.76,347.29,894.86,340.51,50.89,91.07,145.59,0.38,0.00,14.37,14.50,0.00,63.07,0.64,5.42,22.11,1.34,64.32,54.20,3.16,19.00,32.83,14.09,1.21,0.57,40.01,83.06,92.32,96.78,790.87,0.27,,3.14,47.66,78.33,75.49,84.84,,79.88,57.42,29.60,21.81,21.76,99.93,88.84,49.49,98.48,99.86,0.63,,59.91,83.89,7.48,53.34,36.13,49.45,2.96,77.31,19.47,,2.63,0.14,35.12,51.19,53.76,,122,81,55,81,52,57,51,35,28,15,14,101,11,5,3,1,0,712,94,88,81,61,54,56,49,34,31,21,11,104,8,8,5,4,1,710,,5,37,569,51,133,98,97,118,832,78,278,92,754,91,200,81,554,47,50,34,191,402,27,88,47,424,282,0,1422,1422,1001,169,78,754,1417,,,,,,123.37,41.48,100.75,92.21,20.61,86.19,62.80,0.275,0.322,0.51,0.306,0.719,0.602
1431490200051,1431490200051,Vila Nova : Vila Morro Quente,2000,73.03,2.23,17.00,19.80,93.50,81.12,47.94,4.18,10.23,0.00,2.38,9.35,5.98,9.90,5.88,11.03,15.81,9.72,100.81,113.38,65.26,12.79,90.04,94.44,37.46,6.48,21.13,80.20,22.81,10.54,60.12,96.24,92.05,37.04,4.89,7.30,77.13,45.38,67.03,46.60,41.44,22.76,33.66,24.78,22.54,2.77,196.19,341.62,488.02,780.84,1054.13,0.43,2.00,2.55,10.95,18.93,26.71,37.95,32.24,4.74,48.48,14.45,29.22,51.52,77.48,8.92,6.71,556.29,131.71,1793.56,270.31,410.74,620.19,1348.50,556.29,47.37,98.25,154.55,0.34,0.55,19.69,6.84,0.00,56.94,0.15,14.92,21.71,2.79,67.97,53.74,4.22,17.32,53.46,31.29,3.87,0.22,27.40,68.54,79.81,94.18,1050.54,0.29,,2.01,46.00,77.25,69.13,85.14,,66.45,60.80,26.47,12.83,13.39,100.00,97.09,30.59,99.57,100.00,0.00,,29.05,78.87,3.76,27.15,10.94,36.41,4.67,57.85,10.74,,1.13,0.00,34.40,33.59,28.41,,37,39,45,41,33,29,27,20,27,15,8,34,15,8,2,1,0,381,44,39,34,39,35,35,27,34,14,28,12,30,16,8,7,4,3,409,,2,19,363,15,63,49,49,47,567,42,159,45,525,50,117,52,408,19,11,18,68,173,33,39,17,296,223,0,790,790,645,78,42,525,774,,,,,,120.26,74.17,108.22,96.24,40.81,92.92,91.27,0.466,0.513,0.648,0.497,0.801,0.682
1431490200052,1431490200052,Vila Nova : Kanazawa I e II,2000,67.40,3.31,28.50,33.11,89.46,71.70,55.66,6.21,6.76,1.82,4.92,8.36,4.62,8.61,6.36,9.65,38.99,30.91,81.52,99.48,22.51,0.19,73.34,80.46,9.41,0.00,6.48,57.23,13.71,7.23,31.71,83.41,77.30,39.87,7.59,3.99,41.81,16.57,31.30,21.67,18.43,6.79,8.21,6.17,5.49,0.18,97.60,161.05,234.25,390.42,537.80,0.45,11.33,17.28,33.24,44.21,63.87,75.23,33.17,4.27,49.66,13.63,28.22,50.34,80.11,9.73,7.28,271.37,57.93,900.22,127.06,197.94,300.14,673.76,276.06,38.49,80.85,134.71,0.35,0.82,16.61,14.38,0.00,53.23,0.13,14.16,29.21,1.05,50.48,44.79,1.09,23.09,25.41,7.36,0.00,0.90,49.71,88.34,95.60,98.69,640.16,0.21,,11.23,53.82,75.43,73.54,73.65,,27.36,39.30,21.70,17.72,17.55,97.29,74.20,59.91,94.68,98.90,11.53,,62.93,93.52,16.59,60.04,42.70,57.76,5.88,81.34,24.09,,1.26,1.10,39.93,59.40,46.89,,29,36,29,30,23,26,22,17,19,17,7,30,8,5,5,4,3,306,29,32,33,26,32,28,22,19,19,15,10,34,13,8,8,4,4,331,,8,17,307,15,55,40,43,33,449,31,117,41,418,40,87,36,332,10,13,13,63,149,40,32,17,237,178,0,637,637,517,68,31,418,627,,,,,,105.88,31.41,88.50,83.91,10.20,77.24,60.59,0.217,0.242,0.453,0.233,0.707,0.566
1431490200053,1431490200053,Vila Nova : Cristiano Kraemer / Cinco Mil Cento e Vinte,2000,67.40,3.31,28.50,33.11,89.46,71.70,50.16,3.51,6.76,2.78,3.57,7.33,1.82,7.69,4.00,9.05,38.99,30.91,81.52,99.48,22.51,0.19,73.34,80.46,9.41,0.00,6.48,57.23,13.71,7.23,31.71,83.41,77.30,39.87,7.59,3.99,41.81,16.57,31.30,21.67,18.43,6.79,8.21,6.17,5.49,0.18,97.60,161.05,234.25,390.42,537.80,0.45,11.33,17.28,33.24,44.21,63.87,75.23,33.17,4.27,49.66,13.63,28.22,50.34,80.11,9.73,7.28,271.37,57.93,900.22,127.06,197.94,300.14,673.76,276.06,38.49,80.85,134.71,0.35,0.82,16.61,14.38,0.00,53.23,0.13,14.16,29.21,1.05,50.48,44.79,1.09,23.09,25.41,7.36,0.00,0.90,49.71,88.34,95.60,98.69,640.16,0.21,,11.23,53.82,75.43,73.54,73.65,,27.36,39.30,21.70,17.72,17.55,84.88,74.20,59.91,94.68,98.90,11.53,,62.93,93.52,16.59,60.04,42.70,57.76,5.88,81.34,24.09,,1.26,1.10,39.93,59.40,46.89,,24,24,26,22,16,21,19,29,14,8,5,24,3,5,4,1,0,242,23,19,20,16,22,19,19,12,11,11,11,23,5,4,1,2,1,215,,5,15,215,7,36,28,26,31,321,28,83,29,293,24,55,23,238,9,11,11,43,107,16,19,12,150,115,0,456,456,364,43,28,293,453,,,,,,105.88,31.41,88.50,83.91,10.20,77.24,60.59,0.217,0.242,0.453,0.233,0.707,0.566
1431490200054,1431490200054,Vila Nova : Atílio Supertti / Pedro Rodrigues Bitencourt,2000,72.28,2.37,18.30,21.33,93.02,79.93,52.26,4.63,9.02,0.89,0.70,4.40,1.23,4.68,3.49,5.51,22.43,14.57,100.69,110.47,66.79,7.36,85.36,89.62,26.29,3.24,16.05,73.33,22.39,14.90,52.37,93.61,89.07,44.28,3.99,11.11,72.66,36.16,52.60,38.06,34.00,18.16,21.65,17.28,16.06,1.74,156.75,279.80,422.95,683.23,976.05,0.48,3.12,5.67,14.76,23.60,37.05,55.38,37.33,4.23,53.02,12.82,26.21,46.98,79.12,11.65,8.27,513.65,108.51,1917.43,220.79,343.80,533.52,1361.64,514.63,40.88,93.92,156.02,0.41,0.83,16.91,10.98,0.00,60.40,0.70,8.60,22.76,2.32,65.32,51.06,5.96,16.50,45.83,22.22,2.41,1.39,30.80,73.67,84.35,93.91,1079.10,0.37,,7.71,49.26,77.64,70.73,79.56,,64.98,40.21,30.56,17.69,18.83,99.89,94.19,41.49,99.49,99.30,1.24,,44.87,83.95,6.39,39.56,20.01,43.13,7.18,68.84,15.46,,0.91,0.70,45.13,3.80,34.43,,145,141,121,129,116,98,101,89,70,69,51,139,48,24,17,7,8,1369,143,140,124,133,114,122,128,96,97,72,63,141,42,35,19,16,9,1492,,22,70,1323,42,224,169,171,190,2013,142,507,148,1871,163,365,160,1506,56,62,45,274,640,133,140,69,1068,811,0,2860,2860,2294,281,142,1871,2835,,,,,,120.00,76.86,110.34,93.61,27.83,89.07,86.31,0.381,0.448,0.607,0.424,0.788,0.669
1431490200055,1431490200055,Ipanema : Tapete Verde / Jardim Verde / Parque Imperial,2000,77.58,1.23,10.30,12.01,95.98,87.71,38.04,6.32,12.30,0.82,0.00,1.30,0.00,1.42,0.00,1.79,3.73,1.47,100.13,97.56,109.15,85.36,91.26,93.06,70.55,44.15,45.36,90.33,56.62,27.99,81.33,97.64,96.02,11.34,1.00,6.69,88.96,81.19,91.05,80.22,78.22,77.09,76.30,67.07,65.37,29.87,585.63,1113.08,1781.28,3025.74,4196.99,0.49,,,1.50,3.27,3.86,5.90,36.31,3.43,53.35,11.34,25.00,46.65,71.24,12.81,9.41,2122.60,363.67,7708.15,839.98,1449.95,2297.60,5661.81,2122.60,,100.61,166.55,0.46,0.13,16.16,2.93,0.00,72.95,1.43,5.11,22.40,6.49,70.33,41.44,10.83,16.65,91.72,80.75,35.67,2.20,10.42,30.43,40.29,60.77,3402.52,0.57,,2.18,30.43,70.35,66.46,82.62,,60.03,62.95,28.70,12.80,7.77,100.00,99.64,11.39,100.00,100.00,0.00,,4.95,54.64,2.36,7.14,1.62,15.89,3.20,12.13,1.61,,0.28,0.00,40.87,5.68,58.35,,38,83,97,76,48,30,49,84,74,63,37,62,18,19,13,8,3,802,47,71,91,96,54,40,74,84,90,49,29,52,21,17,19,15,11,860,,3,35,794,14,122,92,92,57,1309,115,360,115,1194,103,245,109,949,14,24,25,122,359,105,71,55,690,503,0,1662,1662,1463,154,115,1194,1657,,,,,,104.71,123.65,108.90,97.64,78.31,96.47,93.66,0.802,0.821,0.862,0.815,0.876,0.897
1431490200056,1431490200056,Ipanema : Morro Alto,2000,72.15,2.43,18.60,21.60,92.94,79.72,50.36,4.27,9.31,0.58,0.00,4.28,0.81,4.65,3.63,5.76,18.30,14.57,98.11,104.39,75.89,4.45,87.28,91.15,43.51,2.12,11.60,75.98,20.15,7.84,53.33,93.86,89.92,27.13,4.63,9.70,66.69,53.15,53.37,36.80,32.66,18.33,21.38,15.83,14.44,1.30,162.67,279.80,455.49,702.75,976.05,0.47,6.07,10.65,15.52,25.19,36.86,54.06,34.69,4.08,50.90,12.63,26.77,49.10,78.35,10.99,8.06,506.07,103.17,1755.63,216.39,357.76,565.07,1287.97,510.88,42.89,89.30,150.46,0.39,4.05,18.79,8.39,0.00,53.02,0.58,13.80,26.40,1.59,61.01,51.62,2.38,15.70,42.35,19.46,0.99,2.92,31.01,69.82,82.43,93.82,1037.54,0.33,,5.21,43.35,78.22,70.20,84.07,,24.67,41.30,29.09,16.74,15.41,99.83,90.47,36.25,99.16,98.18,2.96,,46.64,88.40,6.14,40.72,21.13,44.31,4.63,59.98,14.11,,2.51,1.82,38.26,4.83,85.13,,115,107,109,106,74,81,79,90,67,51,23,117,16,13,12,3,3,1060,94,94,101,111,78,68,100,81,78,40,31,87,18,23,17,12,9,1037,,10,51,960,46,171,132,126,117,1484,117,425,134,1367,143,308,130,1059,46,39,53,195,483,90,94,54,762,551,0,2097,2097,1685,201,117,1367,2096,,,,,,110.25,94.01,106.67,93.86,46.91,90.18,80.59,0.368,0.479,0.613,0.439,0.786,0.666
1431490200057,1431490200057,Passo das Pedras : Passo das Pedras II,2000,76.42,1.36,11.80,13.78,95.41,86.13,31.17,6.20,12.43,0.52,0.00,0.38,0.22,0.40,0.00,0.44,7.21,2.77,104.81,107.58,99.49,46.95,93.58,96.50,72.01,28.03,38.91,90.38,43.26,17.14,86.99,98.86,95.96,13.61,2.31,9.40,91.52,79.38,88.12,73.03,70.09,63.89,67.45,56.55,54.42,18.27,488.02,790.60,1224.94,1950.79,2882.26,0.45,,,1.96,4.11,5.59,11.17,33.03,4.63,49.69,13.65,28.06,50.31,72.27,9.68,7.28,1399.60,324.23,4623.53,631.09,1008.24,1556.89,3477.57,1399.60,,112.83,175.57,0.35,0.28,23.24,2.80,0.12,63.92,0.27,8.95,24.89,6.82,71.59,44.57,10.67,11.58,83.16,67.97,22.15,1.47,13.48,39.54,51.50,75.92,2174.90,0.42,,1.03,30.77,76.17,67.19,84.33,,0.00,48.22,21.63,10.78,12.12,100.00,99.06,16.47,100.00,100.00,0.14,,6.98,61.09,1.14,10.32,0.85,21.45,0.00,14.07,1.59,,0.49,0.00,23.37,6.46,50.41,,96,126,172,153,106,114,115,146,140,121,80,84,46,39,22,15,12,1587,73,111,153,159,104,132,168,145,157,128,70,77,52,35,30,22,25,1641,,2,56,1666,40,193,136,154,101,2661,181,637,204,2480,212,456,218,2024,28,25,32,180,554,200,111,87,1380,1068,0,3228,3228,2898,237,181,2480,3200,,,,,,111.72,113.69,112.40,98.86,78.69,97.48,96.63,0.73,0.804,0.821,0.779,0.857,0.83
1431490200058,1431490200058,Partenon : Praça Franklin Verissimo,2000,75.94,1.39,12.50,14.56,95.16,85.45,41.42,11.75,11.52,0.00,1.45,1.43,0.48,1.43,0.81,1.62,11.12,6.14,105.15,103.05,110.29,40.91,89.48,90.06,56.52,18.89,25.26,85.20,38.97,18.72,73.99,97.79,94.14,20.03,2.11,13.88,85.43,68.12,85.69,71.27,68.41,48.59,59.17,52.11,50.71,12.33,390.42,704.70,1037.05,1594.21,2050.35,0.44,,,1.80,3.56,8.81,14.92,33.15,4.48,48.49,13.67,28.58,51.51,77.01,9.70,7.10,1163.23,260.48,3856.26,534.48,867.41,1333.53,2820.27,1163.23,,117.43,182.30,0.36,0.16,18.66,4.01,0.00,68.15,0.40,7.96,21.47,4.49,72.60,49.33,10.00,13.17,80.56,62.54,14.26,1.54,14.41,44.08,56.09,80.44,1915.67,0.40,,4.75,41.64,80.98,71.46,89.03,,30.16,39.38,27.48,12.32,16.42,100.00,97.69,24.04,100.00,100.00,0.00,,10.43,74.74,2.21,10.75,3.09,20.57,1.65,24.59,2.78,,0.47,0.00,23.56,11.91,49.96,,54,58,70,78,52,58,60,55,45,43,27,36,23,25,20,12,10,726,38,53,61,67,71,55,71,88,71,46,52,43,44,36,30,22,34,882,,5,29,898,12,92,62,70,62,1326,69,276,83,1257,88,207,84,1050,18,22,22,76,237,189,53,29,748,620,0,1608,1608,1437,111,69,1257,1582,,,,,,111.42,120.15,113.95,97.79,64.07,95.29,89.70,0.713,0.69,0.78,0.698,0.849,0.8
